"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K55BAMDE","journalArticle","2021","Dong, Chuan-Zhi; Catbas, F Necati","A review of computer vision–based structural health monitoring at local and global levels","Structural Health Monitoring","","1475-9217","10.1177/1475921720935585","https://doi.org/10.1177/1475921720935585","Structural health monitoring at local and global levels using computer vision technologies has gained much attention in the structural health monitoring community in research and practice. Due to the computer vision technology application advantages such as non-contact, long distance, rapid, low cost and labor, and low interference to the daily operation of structures, it is promising to consider computer vision–structural health monitoring as a complement to the conventional structural health monitoring. This article presents a general overview of the concepts, approaches, and real-life practice of computer vision–structural health monitoring along with some relevant literature that is rapidly accumulating. The computer vision–structural health monitoring covered in this article at local level includes applications such as crack, spalling, delamination, rust, and loose bolt detection. At the global level, applications include displacement measurement, structural behavior analysis, vibration serviceability, modal identification, model updating, damage detection, cable force monitoring, load factor estimation, and structural identification using input–output information. The current research studies and applications of computer vision–structural health monitoring mainly focus on the implementation and integration of two-dimensional computer vision techniques to solve structural health monitoring problems and the projective geometry methods implemented are utilized to convert the three-dimensional problems into two-dimensional problems. This review mainly puts emphasis on two-dimensional computer vision–structural health monitoring applications. Subsequently, a brief review of representative developments of three-dimensional computer vision in the area of civil engineering is presented along with the challenges and opportunities of two-dimensional and three-dimensional computer vision–structural health monitoring. Finally, the article presents a forward look to the future of computer vision–structural health monitoring.","2021-03-01","2024-02-21 14:05:07","2024-02-21 14:05:07","2024-02-21 14:05:07","692-743","","2","20","","Structural Health Monitoring","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K68IB9V2","journalArticle","2021","Min, Rui; Liu, Zhengyong; Pereira, Luis; Yang, Chenkun; Sui, Qi; Marques, Carlos","Optical fiber sensing for marine environment and marine structural health monitoring: A review","Optics & Laser Technology","","0030-3992","10.1016/j.optlastec.2021.107082","https://www.sciencedirect.com/science/article/pii/S0030399221001705","Optical fiber sensors have attracted considerable attention for marine environment and marine structural health monitoring, owing to advantages including resistance to electromagnetic interference, durability under extreme temperature and pressures, light weight, high transmission rate, small size and flexibility. In this paper, the optical fiber sensors employed for marine environment and marine structural health monitoring are summarized for the understanding of their basic sensing principles, and their various sensing applications such as physical parameters, chemical parameters and structural health monitoring. This review paper shows the feasibility of using optical fiber sensing technology for marine application and, due to the aforementioned advantages, it is possible to envisage a widespread use in this research field in the next few years.","2021-08-01","2024-02-21 14:05:08","2024-02-21 14:05:08","2024-02-21 14:05:08","107082","","","140","","Optics & Laser Technology","Optical fiber sensing for marine environment and marine structural health monitoring","","","","","","","","","","","","ScienceDirect","","","","C:\Users\vince\Zotero\storage\I99M8YL4\S0030399221001705.html","","","Chemical parameter; Marine environment; Marine structural health; Optical fiber sensing; Physical parameter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTRL32D7","journalArticle","2020","Chen, Hanxin; Huang, Lang; Yang, Liu; Chen, Yongting; Huang, Jinmin","Model-based method with nonlinear ultrasonic system identification for mechanical structural health assessment","Transactions on Emerging Telecommunications Technologies","","2161-3915","10.1002/ett.3955","https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3955","Conventional methods for the structural nondestructive testing (NDT) such as pulsed eddy current (PEC), ultrasonic detection (UT), and so on are based on the output signal interpretation technique of the NDT system to extract the features to assess the structural health. In this article, a novel NDT method for the structural health monitoring from the different perspective is proposed, which is based on the structural system model between the exciting input and output response. Nonlinear autoregressive moving average with exogenous inputs (NARMAX) is used to establish the time domain model between the input signal and the output response. Frequency response (FRF) of NARMAX model from the time domain data is proposed to obtain the indicators to assess the structural health. The effectiveness and advantage of the proposed method are tested with two sets of experimental data by comparison with the existing method.","2020","2024-02-21 14:05:09","2024-02-21 14:05:09","2024-02-21 14:05:09","e3955","","12","31","","","","","","","","","","en","© 2020 John Wiley & Sons, Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/ett.3955","","C:\Users\vince\Zotero\storage\E7A27VTQ\ett.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWT4DTCG","journalArticle","2022","Mishra, Mayank; Lourenço, Paulo B.; Ramana, G. V.","Structural health monitoring of civil engineering structures by using the internet of things: A review","Journal of Building Engineering","","2352-7102","10.1016/j.jobe.2021.103954","https://www.sciencedirect.com/science/article/pii/S235271022101812X","Structural health monitoring (SHM) and damage assessment of civil engineering infrastructure are complex tasks. Structural health and strength of structures are influenced by various factors, such as the material production stage, transportation, placement, workmanship, formwork removal, and concrete curing. Technological advancements and the widespread availability of Wi-Fi networks has resulted in SHM shifting from traditional wire-based methods to Internet of Things (IoT)-based real-time wireless sensors. Comprehensive structural health assessment can be performed through the efficient use of real-time test data on structures obtained from various types of IoT sensors, which monitor several health parameters of structures, available on cloud-based data storage systems. The sensor data may be subsequently used for various applications, such as forecasting masonry construction deterioration, predicting the early-stage compressive strength of concrete, forecasting the optimum time for the removal of formwork, vibration and curing quality control, crack detection in buildings, pothole detection on roads, determination of the construction quality, corrosion diagnosis, identification of various damage typologies and seismic vulnerability assessment. This review paper summarizes the applications of the wireless IoT technology in the monitoring of civil engineering infrastructure. In addition, several case studies on real structures and laboratory investigations for monitoring the structural health of civil engineering constructions are discussed.","2022-05-01","2024-02-21 14:05:09","2024-02-21 14:05:09","2024-02-21 14:05:09","103954","","","48","","Journal of Building Engineering","Structural health monitoring of civil engineering structures by using the internet of things","","","","","","","","","","","","ScienceDirect","","","","C:\Users\vince\Zotero\storage\FIJW7U8N\S235271022101812X.html","","","Concrete structures; Internet of things; Masonry; Real-time monitoring; Sensors; Structural health monitoring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6XIPCKZ","journalArticle","2022","Zhang, Chunwei; Mousavi, Asma A.; Masri, Sami F.; Gholipour, Gholamreza; Yan, Kai; Li, Xiuling","Vibration feature extraction using signal processing techniques for structural health monitoring: A review","Mechanical Systems and Signal Processing","","0888-3270","10.1016/j.ymssp.2022.109175","https://www.sciencedirect.com/science/article/pii/S0888327022003326","Structural health monitoring (SHM) has become an important and hot topic for decades in various fields of civil, mechanical, automotive, and aerospace engineering, etc. Estimating the health condition and understanding the unique characteristics of structures through assessing measured physical parameters in real-time is the major objective of SHM. As a result, signal processing becomes an essential and inseparable approach of vibration based SHM research. The basic goal of using signal processing is to identify the changes or damages from the vibration signals of the dynamic system to detect, locate, and quantify any damages existing in the system. This paper aims to present a comprehensive review of the recent progress that used signal processing techniques for vibration based SHM approaches. Furthermore, the feature extraction process through the signal processing techniques is the basic skeleton of this review. The application of signal processing techniques in structural damage identification procedure is classified into two approaches, namely (i) time-domain and (ii) frequency-domain. Experimental studies have assessed the potentials of the signal processing techniques in two aforementioned domains to enhance the vibration-based structural damage detection subjected to environmental effects. While there have been multiple review studies published on vibration-based structural damage detection, there exists no study in categorizing the signal processing techniques based on the feature extraction procedure that belongs to time and frequency domains for SHM purposes. This review fills this gap and presents a holistic summary of the cutting-edge methodology and technique applied in the relevant research field.","2022-09-01","2024-02-21 14:05:10","2024-02-21 14:05:10","2024-02-21 14:05:10","109175","","","177","","Mechanical Systems and Signal Processing","Vibration feature extraction using signal processing techniques for structural health monitoring","","","","","","","","","","","","ScienceDirect","","","","C:\Users\vince\Zotero\storage\WE43HNC3\S0888327022003326.html","","","Feature extraction; Frequency-domain techniques; Signal processing techniques; Structural damage detection; Structural health monitoring; Time-domain techniques","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWV68ZBW","journalArticle","2020","Gardner, P.; Liu, X.; Worden, K.","On the application of domain adaptation in structural health monitoring","Mechanical Systems and Signal Processing","","0888-3270","10.1016/j.ymssp.2019.106550","https://www.sciencedirect.com/science/article/pii/S088832701930771X","The application of machine learning within Structural Health Monitoring (SHM) has been widely successful in a variety of applications. However, most techniques are built upon the assumption that both training and test data were drawn from the same underlying distribution. This fact means that unless test data were obtained from the same system in the same operating conditions, the machine learning inferences from the training data will not provide accurate predictions when applied to the test data. Therefore, to train a robust predictor conventionally, new training data and labels must be recollected for every new structure considered, which is significantly expensive and often impossible in an SHM context. Transfer learning, in the form of domain adaptation, offers a novel solution to these problems by providing a method for mapping feature and label distributions for different structures, labelled source and unlabelled target structures, onto the same space. As a result, classifiers trained on a labelled structure in the source domain will generalise to a different unlabelled target structure. Furthermore, a holistic discussion of contexts in which domain adaptation is applicable are discussed, specifically for population-based SHM. Three domain adaptation techniques are demonstrated on four case studies providing new frameworks for approaching the problem of SHM.","2020-04-01","2024-02-21 14:06:21","2024-02-21 14:06:21","2024-02-21 14:06:21","106550","","","138","","Mechanical Systems and Signal Processing","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\vince\Zotero\storage\PDFHWBWG\Gardner et al. - 2020 - On the application of domain adaptation in structu.pdf; C:\Users\vince\Zotero\storage\DXZEYXR5\S088832701930771X.html","","","Domain adaptation; Population-based SHM; Structural Health Monitoring (SHM); Transfer learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGZKJH6U","journalArticle","2020","Beale, Christopher; Niezrecki, Christopher; Inalpolat, Murat","An adaptive wavelet packet denoising algorithm for enhanced active acoustic damage detection from wind turbine blades","Mechanical Systems and Signal Processing","","0888-3270","10.1016/j.ymssp.2020.106754","https://www.sciencedirect.com/science/article/pii/S0888327020301400","The development of a viable structural health monitoring (SHM) technology for the operational condition monitoring of wind turbine blades is of great interest to the wind industry. In order for any SHM technology to achieve the technical readiness and performance required for an operational implementation, advanced signal processing algorithms need to be developed to adaptively remove noise and retain the underlying signals of interest that describe the damage-related information. The wavelet packet transform decomposes a measured time domain signal into a time-frequency representation enabling the removal of noise that may overlap with the signal of interest in time and/or frequency. However, the traditional technique suffers from several assumptions limiting its applicability in an operational SHM environment, where the noise conditions commonly exhibit erratic behavior. Furthermore, an exhaustive number of options exist when selecting the parameters used in the technique with limited guidelines that can help select the most appropriate options for a given application. Appropriately defining the technique tends to be a daunting task resulting in a general avoidance of the approach in the field of SHM. This work outlines an adaptive wavelet packet denoising algorithm applicable to numerous SHM technologies including acoustics, vibrations, and acoustic emission. The algorithm incorporates a blend of non-traditional approaches for noise estimation, threshold selection, and threshold application to augment the denoising performance of real-time structural health monitoring measurements. Appropriate wavelet packet parameters are selected through a simulation considering the trade-off between signal to noise ratio improvement and amount of signal energy retained. The wavelet parameter simulation can be easily replicated to accommodate any SHM technology where the underlying signal of interest is known, as is the case in most active-based approaches including acoustic and wave-propagation techniques. The finalized adaptive wavelet packet algorithm is applied to a comprehensive dataset demonstrating an active acoustic damage detection approach on a ~46 m wind turbine blade. The quality of the measured data and the damage detection performance obtained from simple spectral filtering is compared with the proposed wavelet packet technique. It is shown that the damage detection performance is enhanced in all but one test case by as much as 60%, and the false detection rate is reduced. The approach and the subsequent results presented in this paper are expected to help enable advancement in the performance of several established SHM technologies and identifies the considered acoustics-based SHM approach as a noteworthy option for wind turbine blade structural health monitoring.","2020-08-01","2024-02-21 14:06:24","2024-02-21 14:06:24","2024-02-21 14:06:24","106754","","","142","","Mechanical Systems and Signal Processing","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\vince\Zotero\storage\LIXGN3IN\S0888327020301400.html","","","Acoustic; Active damage detection; Structural health monitoring; Wavelet packet denoising; Wind turbine blade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMSRJ2HQ","journalArticle","2020","Gorgin, Rahim; Luo, Ying; Wu, Zhanjun","Environmental and operational conditions effects on Lamb wave based structural health monitoring systems: A review","Ultrasonics","","1874-9968","10.1016/j.ultras.2020.106114","","Lamb wave is widely recognized as one of the most encouraging tools for structural health monitoring (SHM) systems. In spite of many favourable characteristics of Lamb wave for SHM, real-world application of these systems is still quite limited. Beside the complexities derived from multi-modal, dispersive and multi-path characteristics of Lamb waves, one of the main challenges in Lamb wave based SHM is sensitivity of these systems to environmental and operational conditions (EOCs) parameters. This paper provides a state of the art review of the effects of EOCs parameters including: temperature, moisture, load, vibration and bonding (adhesive layer shear modulus and thickness, bond defects), on Lamb wave propagation. Moreover, this paper provides a summary of compensation strategies to account for EOCs effects as well as baseline free techniques. An objective is also to understand the future directions and areas requiring attention of the researchers.","2020-07","2024-02-21 14:06:26","2024-02-21 14:06:26","","106114","","","105","","Ultrasonics","Environmental and operational conditions effects on Lamb wave based structural health monitoring systems","","","","","","","eng","","","","","PubMed","","PMID: 32193014","","","http://www.ncbi.nlm.nih.gov/pubmed/32193014","","Baseline free techniques; Compensation strategies; Environmental and operational conditions; Lamb waves; Structural health monitoring (SHM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHMC57RX","journalArticle","2022","Malekloo, Arman; Ozer, Ekin; AlHamaydeh, Mohammad; Girolami, Mark","Machine learning and structural health monitoring overview with emerging technology and high-dimensional data source highlights","Structural Health Monitoring","","1475-9217","10.1177/14759217211036880","https://doi.org/10.1177/14759217211036880","Conventional damage detection techniques are gradually being replaced by state-of-the-art smart monitoring and decision-making solutions. Near real-time and online damage assessment in structural health monitoring (SHM) systems is a promising transition toward bridging the gaps between the past’s applicative inefficiencies and the emerging technologies of the future. In the age of the smart city, Internet of Things (IoT), and big data analytics, the complex nature of data-driven civil infrastructures monitoring frameworks has not been fully matured. Machine learning (ML) algorithms are thus providing the necessary tools to augment the capabilities of SHM systems and provide intelligent solutions for the challenges of the past. This article aims to clarify and review the ML frontiers involved in modern SHM systems. A detailed analysis of the ML pipelines is provided, and the in-demand methods and algorithms are summarized in augmentative tables and figures. Connecting the ubiquitous sensing and big data processing of critical information in infrastructures through the IoT paradigm is the future of SHM systems. In line with these digital advancements, considering the next-generation SHM and ML combinations, recent breakthroughs in (1) mobile device-assisted, (2) unmanned aerial vehicles, (3) virtual/augmented reality, and (4) digital twins are discussed at length. Finally, the current and future challenges and open research issues in SHM-ML conjunction are examined. The roadmap of utilizing emerging technologies within ML-engaged SHM is still in its infancy; thus, the article offers an outlook on the future of monitoring systems in assessing civil infrastructure integrity.","2022-07-01","2024-02-21 14:06:27","2024-02-21 14:06:27","2024-02-21 14:06:27","1906-1955","","4","21","","Structural Health Monitoring","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications","","C:\Users\vince\Zotero\storage\LZNWRQV9\Malekloo et al. - 2022 - Machine learning and structural health monitoring .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQXEYR8J","journalArticle","2019","Bao, Yuequan; Tang, Zhiyi; Li, Hui; Zhang, Yufeng","Computer vision and deep learning–based data anomaly detection method for structural health monitoring","Structural Health Monitoring","","1475-9217","10.1177/1475921718757405","https://doi.org/10.1177/1475921718757405","The widespread application of sophisticated structural health monitoring systems in civil infrastructures produces a large volume of data. As a result, the analysis and mining of structural health monitoring data have become hot research topics in the field of civil engineering. However, the harsh environment of civil structures causes the data measured by structural health monitoring systems to be contaminated by multiple anomalies, which seriously affect the data analysis results. This is one of the main barriers to automatic real-time warning, because it is difficult to distinguish the anomalies caused by structural damage from those related to incorrect data. Existing methods for data cleansing mainly focus on noise filtering, whereas the detection of incorrect data requires expertise and is very time-consuming. Inspired by the real-world manual inspection process, this article proposes a computer vision and deep learning–based data anomaly detection method. In particular, the framework of the proposed method includes two steps: data conversion by data visualization, and the construction and training of deep neural networks for anomaly classification. This process imitates human biological vision and logical thinking. In the data visualization step, the time series signals are transformed into image vectors that are plotted piecewise in grayscale images. In the second step, a training dataset consisting of randomly selected and manually labeled image vectors is input into a deep neural network or a cluster of deep neural networks, which are trained via techniques termed stacked autoencoders and greedy layer-wise training. The trained deep neural networks can be used to detect potential anomalies in large amounts of unchecked structural health monitoring data. To illustrate the training procedure and validate the performance of the proposed method, acceleration data from the structural health monitoring system of a real long-span bridge in China are employed. The results show that the multi-pattern anomalies of the data can be automatically detected with high accuracy.","2019-03-01","2024-02-21 14:07:08","2024-02-21 14:07:08","2024-02-21 14:07:08","401-421","","2","18","","Structural Health Monitoring","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3HEELQY5","journalArticle","2022","Jiang, Shouyan; Wan, Chen; Sun, Liguo; Du, Chengbin","Flaw classification and detection in thin-plate structures based on scaled boundary finite element method and deep learning","International Journal for Numerical Methods in Engineering","","1097-0207","10.1002/nme.7051","https://onlinelibrary.wiley.com/doi/abs/10.1002/nme.7051","The identification of internal structural flaws is an important research topic in structural health monitoring. At present, structural safety inspections based on nondestructive testing procedures mainly focus on qualitative analysis; hence, it is difficult to identify the scale of flaws quantitatively. In this article, an inversion model that can realize quantitative detection is proposed by combing the scaled boundary finite element method (SBFEM) with deep learning. First, the lamb wave propagation processes in thin structures containing flaws were simulated using the SBFEM, and the echo wave signal at an observation point was recorded and paired with the flaw information. Then, the paired SBFEM datasets were used to train the deep learning model employing a convolutional neural network. A flaw classification and identification model based on SBFEM datasets was established. For a thin structure with unknown flaw information, and by using the measured observation point signals, the established deep learning model can predict flaw information in real time. Finally, the model performance was verified using several numerical examples. The results show that the proposed model can accurately predict flaw information and is robust against noise; thus, it offers an advantage over existing nondestructive testing procedures and a development in the field of structural health monitoring.","2022","2024-02-21 14:07:27","2024-02-21 14:07:27","2024-02-21 14:07:27","4674-4701","","19","123","","","","","","","","","","en","© 2022 John Wiley & Sons, Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/nme.7051","","C:\Users\vince\Zotero\storage\RHGC5UA7\nme.html","","","deep learning; flaw detection; inverse problems; nondestructive testing; scaled boundary finite element method; thin plate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQ8JSGDW","journalArticle","2021","Bao, Yuequan; Li, Hui","Machine learning paradigm for structural health monitoring","Structural Health Monitoring","","1475-9217","10.1177/1475921720972416","https://doi.org/10.1177/1475921720972416","Structural health diagnosis and prognosis is the goal of structural health monitoring. Vibration-based structural health monitoring methodology has been extensively investigated. However, the conventional vibration–based methods find it difficult to detect damages of actual structures because of a high incompleteness in the monitoring information (the number of sensors is much fewer with respect to the number of degrees of freedom of a structure), intense uncertainties in the structural conditions and monitoring systems, and coupled effects of damage and environmental actions on modal parameters. It is a truth that the performance and conditions of a structure must be embedded in the monitoring data (vehicles, wind, etc.; acceleration, displacement, cable force, strain, images, videos, etc.). Therefore, there is a need to develop completely novel structural health diagnosis and prognosis methodology based on the various monitoring data. Machine learning provides the advanced mathematical frameworks and algorithms that can help discover and model the performance and conditions of a structure through deep mining of monitoring data. Thus, machine learning takes an opportunity to establish novel machine learning paradigm for structural health diagnosis and prognosis theory termed the machine learning paradigm for structural health monitoring. This article sheds light on principles for machine learning paradigm for structural health monitoring with some examples and reviews the existing challenges and open questions in this field.","2021-07-01","2024-02-21 14:08:55","2024-02-21 14:08:55","2024-02-21 14:08:55","1353-1372","","4","20","","Structural Health Monitoring","","","","","","","","en","","","","","SAGE Journals","","Publisher: SAGE Publications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AV8XCFE","journalArticle","2020","Gelman, Len; Kırlangıç, Ahmet Serhan","Novel vibration structural health monitoring technology for deep foundation piles by non-stationary higher order frequency response function","Structural Control and Health Monitoring","","1545-2263","10.1002/stc.2526","https://onlinelibrary.wiley.com/doi/abs/10.1002/stc.2526","Damage in the precast concrete piles occurs mostly during installation. The wave propagation-based nondestructive testing (NDT) is commonly used to estimate the effective length of the pile after installation and to detect pile damage. However, information extracted from this type of diagnosis is limited and subjective. Whereas, the vibration-based NDT could provide a comprehensive automatic pile health diagnosis tool. In this paper, a new higher order vibration-based health diagnosis technology, which utilizes a shaker to generate sweep-sine excitation and an adaptive nonlinear non-stationary higher order spectral analysis, is introduced for foundation piles. This research describes two different diagnostic technologies, namely, the advanced nonlinear non-stationary chirp Fourier bicoherence (CFB) technology and the novel nonlinear non-stationary frequency response function of the CFB (FRF-CFB) technology. The CFB is a technology which is capable of quantifying the amplitude and phase coupling between harmonics of pile resonance oscillations caused by a damage. However, in practices, the amplitude and phase coupling between harmonics of pile resonance oscillations may be caused also due to the phase-coupled harmonics of an interference imposed by an excitation source (e.g., shaker). Therefore, the novel diagnosis technology, FRF-CFB, which detects nonlinearity caused solely by a structural damage, is proposed and implemented for real-scale precast concrete piles. It is found that the FRF-CFB technology successfully identifies the damaged piles. Finally, the diagnosis based on the conventional pile integrity testing, conducted on the same piles, is presented for comparisons with the FRF-CFB technology and with the CFB technology.","2020","2024-02-21 14:09:16","2024-02-21 14:09:16","2024-02-21 14:09:16","e2526","","6","27","","","","","","","","","","en","© 2020 John Wiley & Sons, Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/stc.2526","","C:\Users\vince\Zotero\storage\UN6JPJ5K\stc.html; C:\Users\vince\Zotero\storage\SCBV6DZ5\Gelman and Kırlangıç - 2020 - Novel vibration structural health monitoring techn.pdf","","","concrete foundation piles; diagnosis by the higher order spectral analysis; nonlinear vibration; signal processing of non-stationary vibrations; vibration based health diagnosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHWTZFUZ","journalArticle","2021","Yang, Yang; Zhang, Yao; Tan, Xiaokun","Review on Vibration-Based Structural Health Monitoring Techniques and Technical Codes","Symmetry","","2073-8994","10.3390/sym13111998","https://www.mdpi.com/2073-8994/13/11/1998","Structural damages occur in modern structures during operations due to environmental and human factors. The damages accumulating with time may lead to a significant decrease in structure performance or even destruction; natural symmetry is broken, resulting in an unexpected life and economic loss. Therefore, it is necessary to monitor the structural response to detect the damage in an early stage, evaluate the health condition of structures, and ensure the operation safety of structures. In fact, the structure and the evaluation can be considered as a special symmetry. Among several SHM methods, vibration-based SHM techniques have been widely adopted recently. Hence, this paper reviews the vibration-based SHM methods in terms of the vibrational parameters used. In addition, the technical codes on vibration based SHM system have also been reviewed, since they are more important in engineering applications. Several related ISO standards and national codes have been developed and implemented, while more specific technical codes are still required to provide more detailed guidelines in practice to maintain structure safety and natural symmetry.","2021-11","2024-02-21 14:10:32","2024-02-21 14:10:32","2024-02-21 14:10:32","1998","","11","13","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 11 Publisher: Multidisciplinary Digital Publishing Institute","","C:\Users\vince\Zotero\storage\VHM6T7ST\Yang et al. - 2021 - Review on Vibration-Based Structural Health Monito.pdf","","","frequency domain; structural health monitoring (SHM); technical codes; time domain; time-frequency domain; vibration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XVA32A62","journalArticle","2023","Sabato, Alessandro; Dabetwar, Shweta; Kulkarni, Nitin Nagesh; Fortino, Giancarlo","Noncontact Sensing Techniques for AI-Aided Structural Health Monitoring: A Systematic Review","IEEE Sensors Journal","","1558-1748","10.1109/JSEN.2023.3240092","https://ieeexplore.ieee.org/document/10034465","Engineering structures and infrastructure continue to be used despite approaching or having reached their design lifetime. While contact-based measurement techniques are challenging to implement at a large scale and provide information at discrete locations only, noncontact methods are more user-friendly and offer accurate, robust, and continuous spatial information to quantify the structural conditions of the targeted systems. Advancements in optical sensors and image-processing algorithms increased the applicability of image-based noncontact techniques, such as photogrammetry, infrared thermography, and laser imaging for structural health monitoring (SHM). In addition, with the incorporation of artificial intelligence (AI) algorithms, the assessment process is expedited and made more efficient. This article summarizes the efforts made in the last five years to leverage AI-aided noncontact sensing techniques for applications in SHM with an emphasis on image-based methods. Future directions to advance AI-aided image-based sensing techniques for SHM of engineering structures are also discussed.","2023-03","2024-02-21 14:13:27","2024-02-21 14:13:27","2024-02-21 14:13:27","4672-4684","","5","23","","","Noncontact Sensing Techniques for AI-Aided Structural Health Monitoring","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Sensors Journal","","C:\Users\vince\Zotero\storage\9978TJUE\10034465.html","","","Artificial intelligence; Artificial intelligence (AI); Bridges; infrared thermography (IRT); laser imaging; Measurement by laser beam; Monitoring; photogrammetry; Point cloud compression; Sensors; Strain measurement; unmanned aerial vehicles (UAVs)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3B6FHWY","journalArticle","2023","Sonbul, Omar S.; Rashid, Muhammad","Towards the Structural Health Monitoring of Bridges Using Wireless Sensor Networks: A Systematic Study","Sensors (Basel, Switzerland)","","1424-8220","10.3390/s23208468","","To perform a comprehensive assessment of important infrastructures (like bridges), the process of structural health monitoring (SHM) is employed. The development and implementation of SHM systems are generally based on wireless sensor networks (WSN) platforms. However, most of the WSN platforms are battery-powered, and therefore, have a limited battery lifetime. The power constraint is generally addressed by applying energy harvesting (EH) technologies. As a result, there exists a plethora of WSN platforms and EH techniques. The employment of a particular platform and technique are important factors during the development and implementation of SHM systems and depend upon various operating conditions. Therefore, there is a need to perform a systematic literature review (SLR) for WSN platforms and EH techniques in the context of SHM for bridges. Although state-of-the-art review articles present multiple angles of the field, there is a lack of an SLR presenting an in-depth comparative study of different WSN platforms and EH techniques. Moreover, a systematic analysis is also needed for the exploration of other design considerations such as inspection scale (global/local), response type (static/dynamic), and types of sensors. As a result, this SLR selects 46 articles (during 2007-2023), related to EH techniques and WSN platforms in SHM for bridges. The selected articles are classified into three groups: WSN platforms, energy harvesting techniques, and a combination of both. Subsequently, a comparative analysis of WSN platforms and EH techniques is made. Furthermore, the selected articles (total = 46) are also explored in terms of sensor type, inspection scale, and response type. As a result, 17 different sensor types are identified. This research is significant as it may facilitate the various stakeholders of the domain during the selection of appropriate WSN platforms, EH techniques, and related design issues.","2023-10-14","2024-02-21 14:13:43","2024-02-21 14:13:43","","8468","","20","23","","Sensors (Basel)","Towards the Structural Health Monitoring of Bridges Using Wireless Sensor Networks","","","","","","","eng","","","","","PubMed","","PMID: 37896561 PMCID: PMC10611078","","C:\Users\vince\Zotero\storage\7NVE4QUR\Sonbul and Rashid - 2023 - Towards the Structural Health Monitoring of Bridge.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/37896561","","bridges; energy harvesting; structural health monitoring; systematic literature review; WSN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
